book_id,Title,Book_category,Star_rating,Price,Stock,Quantity,user_input,สำนักพิมพ์,PublishedDate,add_date
3039,You can't bury them all: Poems,Poetry,Two,33.63,In stock,17,A. Edwards,O' Reilly,2022-09-25,
3040,Slow States of Collapse: Poems,กวี,Three,57.31,In stock,17,A. Edwards,Dragonsteel,2022-09-25,
3041,Reasons to Stay Alive,Nonfiction,Two,26.41,In stock,17,E. Barron,O' Reilly,2022-09-25,
3042,Private Paris (Private #10),Fiction,Five,47.61,In stock,17,A. Edwards,O' Reilly,2022-09-25,
3043,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Nonfiction,Five,23.11,In stock,17,A. Edwards,TOR,2022-09-25,
3044,Without Borders (Wanderlove #1),New Adult,Two,45.07,In stock,16,M.Bridges,O' Reilly,2022-09-25,
3045,When We Collided,Contemporary,One,31.77,In stock,16,M.Bridges,Dragonsteel,2022-09-25,
3046,"We Love You, Charlie Freeman",Fiction,Five,50.27,In stock,16,M.Bridges,Dragonsteel,2022-09-25,
3047,Untitled Collection: Sabbath Poems 2014,Poetry,Four,14.27,In stock,16,M.Bridges,TOR,2022-09-25,
3048,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Nonfiction,Four,44.18,In stock,16,A. Edwards,O' Reilly,2022-09-25,
3049,Unicorn Tracks,Fantasy,Three,18.78,In stock,16,A. Edwards,O' Reilly,2022-09-25,
3050,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",History,One,25.52,In stock,16,M.Bridges,O' Reilly,2022-09-25,
3051,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),Sequential Art,One,16.28,In stock,16,A. Edwards,TOR,2022-09-25,
3052,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Nonfiction,Three,31.12,In stock,16,E. Barron,Dragonsteel,2022-09-25,
3053,This One Summer,Sequential Art,Four,19.49,In stock,16,M.Bridges,Dragonsteel,2022-09-25,
3054,Thirst,Fiction,Five,17.27,In stock,16,A. Edwards,O' Reilly,2022-09-25,
3055,The Torch Is Passed: A Harding Family Story,Add a comment,One,19.09,In stock,16,A. Edwards,Dragonsteel,2022-09-25,
3056,The Secret of Dreadwillow Carse,Childrens,One,56.13,In stock,16,A. Edwards,O' Reilly,2022-09-25,
3057,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Food and Drink,One,56.41,In stock,16,M.Bridges,O' Reilly,2022-09-25,
3058,The Past Never Ends,Mystery,Four,56.5,In stock,16,E. Barron,Dragonsteel,2022-09-25,
3059,The Natural History of Us (The Fine Art of Pretending #2),Young Adult,Three,45.22,In stock,16,M.Bridges,TOR,2022-09-25,
3060,The Nameless City (The Nameless City #1),Sequential Art,Four,38.16,In stock,16,E. Barron,Dragonsteel,2022-09-25,
3061,The Murder That Never Was (Forensic Instincts #5),Fiction,Three,54.11,In stock,16,M.Bridges,TOR,2022-09-25,
3062,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Science,Four,42.96,In stock,16,E. Barron,Dragonsteel,2022-09-25,
3063,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Add a comment,Four,23.89,In stock,16,M.Bridges,TOR,2022-09-25,
3064,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Nonfiction,Three,16.77,In stock,16,M.Bridges,O' Reilly,2022-09-25,
3065,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Default,Five,20.59,In stock,16,M.Bridges,Dragonsteel,2022-09-25,
3066,The Gutsy Girl: Escapades for Your Life of Epic Adventure,Nonfiction,One,37.13,In stock,16,M.Bridges,O' Reilly,2022-09-25,
3067,The Electric Pencil: Drawings from Inside State Hospital No. 3,Nonfiction,One,56.06,In stock,16,A. Edwards,O' Reilly,2022-09-25,
3068,The Death of Humanity: and the Case for Life,Philosophy,Four,58.11,In stock,16,M.Bridges,Dragonsteel,2022-09-25,
3069,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Health,Three,49.05,In stock,16,E. Barron,TOR,2022-09-25,
3070,The Art Forger,Add a comment,Three,40.76,In stock,16,A. Edwards,O' Reilly,2022-09-25,
3071,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,History,One,19.73,In stock,16,A. Edwards,O' Reilly,2022-09-25,
3072,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Spirituality,Five,32.24,In stock,16,A. Edwards,Dragonsteel,2022-09-25,
3073,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Nonfiction,Four,41.83,In stock,16,E. Barron,O' Reilly,2022-09-25,
3074,Soul Reader,Default,Two,39.58,In stock,16,M.Bridges,Dragonsteel,2022-09-25,
3075,Security,Horror,Two,39.25,In stock,16,E. Barron,Dragonsteel,2022-09-25,
3076,"Saga, Volume 6 (Saga (Collected Editions) #6)",Fantasy,Three,25.02,In stock,16,M.Bridges,TOR,2022-09-25,
3077,"Saga, Volume 5 (Saga (Collected Editions) #5)",Sequential Art,Two,51.04,In stock,16,M.Bridges,O' Reilly,2022-09-25,
3078,Reskilling America: Learning to Labor in the Twenty-First Century,Nonfiction,Two,19.83,In stock,16,A. Edwards,Dragonsteel,2022-09-25,
3079,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Sequential Art,Three,50.4,In stock,16,E. Barron,Dragonsteel,2022-09-25,
3080,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",Sequential Art,Five,13.61,In stock,16,E. Barron,TOR,2022-09-25,
3081,Princess Between Worlds (Wide-Awake Princess #5),Fantasy,Five,13.34,In stock,16,M.Bridges,O' Reilly,2022-09-25,
3082,"Pop Gun War, Volume 1: Gift",Sequential Art,One,18.97,In stock,16,M.Bridges,Dragonsteel,2022-09-25,
3083,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",History,Two,36.28,In stock,16,E. Barron,Dragonsteel,2022-09-25,
3084,Patience,Sequential Art,Three,10.16,In stock,16,E. Barron,TOR,2022-09-25,
3085,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Sequential Art,Four,15.44,In stock,16,A. Edwards,O' Reilly,2022-09-25,
3086,orange: The Complete Collection 1 (orange: The Complete Collection #1),Sequential Art,One,48.41,In stock,16,A. Edwards,TOR,2022-09-25,
3087,Online Marketing for Busy Authors: A Step-By-Step Guide,Self Help,One,46.35,In stock,16,M.Bridges,Dragonsteel,2022-09-25,
3088,On a Midnight Clear,Add a comment,Three,14.07,In stock,16,A. Edwards,TOR,2022-09-25,
3089,Obsidian (Lux #1),Young Adult,Two,14.86,In stock,16,M.Bridges,O' Reilly,2022-09-25,
3090,My Paris Kitchen: Recipes and Stories,Food and Drink,Two,33.37,In stock,16,M.Bridges,O' Reilly,2022-09-25,
3091,Masks and Shadows,Fantasy,Two,56.4,In stock,16,M.Bridges,TOR,2022-09-25,
3092,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Food and Drink,Four,14.02,In stock,16,M.Bridges,TOR,2022-09-25,
3093,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Sequential Art,Two,46.91,In stock,16,E. Barron,Dragonsteel,2022-09-25,
3094,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",Sequential Art,Three,45.61,In stock,16,M.Bridges,TOR,2022-09-25,
3095,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Sequential Art,Two,19.92,In stock,16,M.Bridges,O' Reilly,2022-09-25,
3096,"Layered: Baking, Building, and Styling Spectacular Cakes",Food and Drink,One,40.11,In stock,16,A. Edwards,O' Reilly,2022-09-25,
3097,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Add a comment,Two,53.9,In stock,16,A. Edwards,Dragonsteel,2022-09-25,
3098,Join,Science Fiction,Five,35.67,In stock,16,M.Bridges,O' Reilly,2022-09-25,
3099,In the Country We Love: My Family Divided,Nonfiction,Four,22.0,In stock,16,A. Edwards,TOR,2022-09-25,
3100,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,Science,Five,57.36,In stock,16,E. Barron,Dragonsteel,2022-09-25,
3101,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",Sequential Art,Two,29.17,In stock,16,M.Bridges,TOR,2022-09-25,
3102,I am a Hero Omnibus Volume 1,Sequential Art,Three,54.63,In stock,16,M.Bridges,Dragonsteel,2022-09-25,
3103,How to Be Miserable: 40 Strategies You Already Use,Self Help,One,46.03,In stock,16,A. Edwards,O' Reilly,2022-09-25,
3104,Her Backup Boyfriend (The Sorensen Family #1),Romance,One,33.97,In stock,16,E. Barron,TOR,2022-09-25,
3105,"Giant Days, Vol. 2 (Giant Days #5-8)",Sequential Art,Two,22.11,In stock,16,A. Edwards,Dragonsteel,2022-09-25,
3106,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Historical Fiction,Three,29.69,In stock,16,M.Bridges,O' Reilly,2022-09-25,
3107,First and First (Five Boroughs #3),Romance,Four,15.97,In stock,16,E. Barron,Dragonsteel,2022-09-25,
3108,Fifty Shades Darker (Fifty Shades #2),Romance,One,21.96,In stock,16,A. Edwards,O' Reilly,2022-09-25,
3109,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Nonfiction,Two,54.35,In stock,16,A. Edwards,TOR,2022-09-25,
3110,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Religion,Two,37.97,In stock,16,E. Barron,O' Reilly,2022-09-25,
3111,Danganronpa Volume 1,Sequential Art,Four,51.99,In stock,16,A. Edwards,TOR,2022-09-25,
3112,Crown of Midnight (Throne of Glass #2),Fantasy,Three,43.29,In stock,16,A. Edwards,Dragonsteel,2022-09-25,
3113,"Codename Baboushka, Volume 1: The Conclave of Death",Sequential Art,Four,36.72,In stock,16,E. Barron,TOR,2022-09-25,
3114,Camp Midnight,Sequential Art,Four,17.08,In stock,16,A. Edwards,Dragonsteel,2022-09-25,
3115,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Nonfiction,Five,29.14,In stock,16,A. Edwards,TOR,2022-09-25,
3116,Burning,Young Adult,Three,28.81,In stock,16,E. Barron,Dragonsteel,2022-09-25,
3117,Bossypants,Default,Two,49.46,In stock,16,A. Edwards,TOR,2022-09-25,
3118,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",Sequential Art,Two,37.92,In stock,16,E. Barron,Dragonsteel,2022-09-25,
3119,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",Fantasy,Two,28.09,In stock,16,A. Edwards,TOR,2022-09-25,
3120,Algorithms to Live By: The Computer Science of Human Decisions,Nonfiction,One,30.81,In stock,16,M.Bridges,TOR,2022-09-25,
3121,A World of Flavor: Your Gluten Free Passport,Default,One,42.95,In stock,16,M.Bridges,Dragonsteel,2022-09-25,
3122,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",Default,Five,56.76,In stock,16,A. Edwards,Dragonsteel,2022-09-25,
3123,A Murder in Time,Mystery,One,16.64,In stock,16,M.Bridges,TOR,2022-09-25,
3124,A Flight of Arrows (The Pathfinders #2),Historical Fiction,Five,55.53,In stock,16,A. Edwards,Dragonsteel,2022-09-25,
3125,A Fierce and Subtle Poison,Young Adult,Four,28.13,In stock,16,E. Barron,TOR,2022-09-25,
3126,A Court of Thorns and Roses (A Court of Thorns and Roses #1),Fantasy,One,52.37,In stock,16,E. Barron,TOR,2022-09-25,
3127,(Un)Qualified: How God Uses Broken People to Do Big Things,Christian,Five,54.0,In stock,16,A. Edwards,O' Reilly,2022-09-25,
3128,You Are What You Love: The Spiritual Power of Habit,Religion,Four,21.87,In stock,15,M.Bridges,O' Reilly,2022-09-25,
3129,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",Science Fiction,Four,43.3,In stock,15,M.Bridges,TOR,2022-09-25,
3130,Tuesday Nights in 1980,Fiction,Two,21.04,In stock,15,E. Barron,Dragonsteel,2022-09-25,
3131,Tracing Numbers on a Train,Default,Three,41.6,In stock,15,M.Bridges,TOR,2022-09-25,
3132,Throne of Glass (Throne of Glass #1),Fantasy,Three,35.07,In stock,15,E. Barron,TOR,2022-09-25,
3133,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,History,One,59.64,In stock,15,A. Edwards,Dragonsteel,2022-09-25,
3134,Thirteen Reasons Why,Default,One,52.72,In stock,15,E. Barron,O' Reilly,2022-09-25,
3135,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,Childrens,Four,58.08,In stock,15,M.Bridges,O' Reilly,2022-09-25,
3136,The Wedding Dress,Romance,One,24.12,In stock,15,A. Edwards,TOR,2022-09-25,
3137,The Vacationers,Fiction,Four,42.15,In stock,15,A. Edwards,O' Reilly,2022-09-25,
3138,The Third Wave: An Entrepreneurâs Vision of the Future,Business,Five,12.61,In stock,15,A. Edwards,TOR,2022-09-25,
3139,The Stranger,Philosophy,Four,17.44,In stock,15,E. Barron,O' Reilly,2022-09-25,
3140,The Shadow Hero (The Shadow Hero),Sequential Art,One,33.14,In stock,15,M.Bridges,TOR,2022-09-25,
3141,The Secret (The Secret #1),Default,Four,27.37,In stock,15,E. Barron,TOR,2022-09-25,
3142,The Regional Office Is Under Attack!,Fiction,Five,51.36,In stock,15,M.Bridges,O' Reilly,2022-09-25,
3143,The Psychopath Test: A Journey Through the Madness Industry,Default,Two,36.0,In stock,15,E. Barron,TOR,2022-09-25,
3144,The Project,Science Fiction,One,10.65,In stock,15,M.Bridges,TOR,2022-09-25,
3145,The Power of Now: A Guide to Spiritual Enlightenment,Nonfiction,Two,43.54,In stock,15,A. Edwards,TOR,2022-09-25,
3146,The Omnivore's Dilemma: A Natural History of Four Meals,Nonfiction,Two,38.21,In stock,15,E. Barron,TOR,2022-09-25,
3147,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Food and Drink,Five,37.34,In stock,15,M.Bridges,TOR,2022-09-25,
3148,The Murder of Roger Ackroyd (Hercule Poirot #4),Mystery,Four,44.1,In stock,15,M.Bridges,O' Reilly,2022-09-25,
3149,The Mistake (Off-Campus #2),New Adult,Three,43.29,In stock,15,M.Bridges,TOR,2022-09-25,
3150,The Matchmaker's Playbook (Wingmen Inc. #1),New Adult,One,55.85,In stock,15,M.Bridges,TOR,2022-09-25,
3151,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Food and Drink,Two,37.6,In stock,15,M.Bridges,TOR,2022-09-25,
3152,The Long Shadow of Small Ghosts: Murder and Memory in an American City,Crime,One,10.97,In stock,15,E. Barron,TOR,2022-09-25,
3153,The Kite Runner,Default,Four,41.82,In stock,15,M.Bridges,Dragonsteel,2022-09-25,
3154,The House by the Lake,Historical Fiction,One,36.95,In stock,15,A. Edwards,TOR,2022-09-25,
3155,The Glittering Court (The Glittering Court #1),Fantasy,One,44.28,In stock,15,E. Barron,O' Reilly,2022-09-25,
3156,The Girl on the Train,Default,Two,55.02,In stock,15,A. Edwards,O' Reilly,2022-09-25,
3157,The Genius of Birds,Nonfiction,One,17.24,In stock,15,M.Bridges,O' Reilly,2022-09-25,
3158,The Emerald Mystery,Default,Two,23.15,In stock,15,A. Edwards,TOR,2022-09-25,
3159,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,Food and Drink,One,41.25,In stock,15,A. Edwards,Dragonsteel,2022-09-25,
3160,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,Default,Three,32.0,In stock,15,E. Barron,Dragonsteel,2022-09-25,
3161,The Artist's Way: A Spiritual Path to Higher Creativity,Nonfiction,Five,38.49,In stock,15,A. Edwards,O' Reilly,2022-09-25,
3162,The Art of War,Default,Five,33.34,In stock,15,E. Barron,Dragonsteel,2022-09-25,
3163,The Argonauts,Autobiography,Two,10.93,In stock,15,E. Barron,Dragonsteel,2022-09-25,
3164,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Business,Three,27.55,In stock,15,M.Bridges,O' Reilly,2022-09-25,
3165,Suddenly in Love (Lake Haven #1),Romance,Two,55.99,In stock,15,M.Bridges,O' Reilly,2022-09-25,
3166,Something More Than This,Romance,Four,16.24,In stock,15,A. Edwards,O' Reilly,2022-09-25,
3167,Soft Apocalypse,Science Fiction,Two,26.12,In stock,15,E. Barron,TOR,2022-09-25,
3168,So You've Been Publicly Shamed,Nonfiction,Two,12.23,In stock,15,A. Edwards,Dragonsteel,2022-09-25,
3169,Shoe Dog: A Memoir by the Creator of NIKE,Business,Two,23.99,In stock,15,A. Edwards,Dragonsteel,2022-09-25,
3170,"Shobu Samurai, Project Aryoku (#3)",Add a comment,Three,29.06,In stock,15,E. Barron,O' Reilly,2022-09-25,
3171,Secrets and Lace (Fatal Hearts #1),Default,One,20.27,In stock,15,M.Bridges,O' Reilly,2022-09-25,
3172,Scarlett Epstein Hates It Here,Young Adult,Five,43.55,In stock,15,M.Bridges,O' Reilly,2022-09-25,
3173,Romero and Juliet: A Tragic Tale of Love and Zombies,Default,One,36.94,In stock,15,A. Edwards,Dragonsteel,2022-09-25,
3174,Redeeming Love,Christian Fiction,Five,20.47,In stock,15,M.Bridges,TOR,2022-09-25,
3175,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,Default,One,41.06,In stock,15,E. Barron,O' Reilly,2022-09-25,
3176,Poems That Make Grown Women Cry,Poetry,Four,14.19,In stock,15,A. Edwards,O' Reilly,2022-09-25,
3177,"Nightingale, Sing",Young Adult,One,38.28,In stock,15,E. Barron,Dragonsteel,2022-09-25,
3178,Night Sky with Exit Wounds,Poetry,One,41.05,In stock,15,M.Bridges,TOR,2022-09-25,
3179,Mrs. Houdini,Historical Fiction,Five,30.25,In stock,15,E. Barron,TOR,2022-09-25,
3180,Modern Romance,Add a comment,Five,28.26,In stock,15,M.Bridges,O' Reilly,2022-09-25,
3181,Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),Default,One,10.76,In stock,15,E. Barron,TOR,2022-09-25,
3182,Louisa: The Extraordinary Life of Mrs. Adams,Biography,Two,16.85,In stock,15,M.Bridges,Dragonsteel,2022-09-25,
3183,Little Red,Childrens,Three,13.47,In stock,15,A. Edwards,TOR,2022-09-25,
3184,Library of Souls (Miss Peregrineâs Peculiar Children #3),Young Adult,Five,48.56,In stock,15,A. Edwards,O' Reilly,2022-09-25,
3185,Large Print Heart of the Pride,Default,Two,19.15,In stock,15,E. Barron,Dragonsteel,2022-09-25,
3186,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,Womens Fiction,Four,57.36,In stock,15,E. Barron,TOR,2022-09-25,
3187,Hollow City (Miss Peregrineâs Peculiar Children #2),Fantasy,One,42.98,In stock,15,M.Bridges,TOR,2022-09-25,
3188,Grumbles,Default,Two,22.16,In stock,15,M.Bridges,Dragonsteel,2022-09-25,
3189,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,Travel,Four,49.43,In stock,15,A. Edwards,O' Reilly,2022-09-25,
3190,Frostbite (Vampire Academy #2),Young Adult,Five,29.99,In stock,15,A. Edwards,Dragonsteel,2022-09-25,
3191,Follow You Home,Horror,One,21.36,In stock,15,E. Barron,Dragonsteel,2022-09-25,
3192,First Steps for New Christians (Print Edition),Default,One,29.0,In stock,15,M.Bridges,O' Reilly,2022-09-25,
3193,Finders Keepers (Bill Hodges Trilogy #2),Fiction,Five,53.53,In stock,15,A. Edwards,O' Reilly,2022-09-25,
3194,"Fables, Vol. 1: Legends in Exile (Fables #1)",Sequential Art,Four,41.62,In stock,15,A. Edwards,TOR,2022-09-25,
3195,Eureka Trivia 6.0,Default,Four,54.59,In stock,15,A. Edwards,TOR,2022-09-25,
3196,Drive: The Surprising Truth About What Motivates Us,Default,Four,34.95,In stock,15,E. Barron,Dragonsteel,2022-09-25,
3197,Done Rubbed Out (Reightman & Bailey #1),Default,Five,37.72,In stock,15,M.Bridges,TOR,2022-09-25,
3198,Doing It Over (Most Likely To #1),Romance,Three,35.61,In stock,15,E. Barron,Dragonsteel,2022-09-25,
3199,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Food and Drink,Three,42.16,In stock,15,A. Edwards,TOR,2022-09-25,
3200,Dark Notes,Erotica,Five,19.19,In stock,15,E. Barron,Dragonsteel,2022-09-25,
3201,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Nonfiction,Three,19.43,In stock,15,E. Barron,Dragonsteel,2022-09-25,
3202,Close to You,Christian Fiction,Four,49.46,In stock,15,A. Edwards,Dragonsteel,2022-09-25,
3203,Chasing Heaven: What Dying Taught Me About Living,Spirituality,Two,37.8,In stock,15,A. Edwards,Dragonsteel,2022-09-25,
3204,Big Magic: Creative Living Beyond Fear,Nonfiction,Three,30.8,In stock,15,E. Barron,TOR,2022-09-25,
3205,Becoming Wise: An Inquiry into the Mystery and Art of Living,Nonfiction,Two,27.43,In stock,15,A. Edwards,Dragonsteel,2022-09-25,
3206,Beauty Restored (Riley Family Legacy Novellas #3),Default,Two,11.11,In stock,15,M.Bridges,TOR,2022-09-25,
3207,Batman: The Long Halloween (Batman),Sequential Art,Two,36.5,In stock,15,M.Bridges,O' Reilly,2022-09-25,
3208,Batman: The Dark Knight Returns (Batman),Sequential Art,Five,15.38,In stock,15,A. Edwards,TOR,2022-09-25,
3209,Ayumi's Violin,Default,Two,15.48,In stock,15,M.Bridges,Dragonsteel,2022-09-25,
3210,Anonymous,Default,Four,46.82,In stock,15,E. Barron,TOR,2022-09-25,
3211,Amy Meets the Saints and Sages,Default,Three,18.46,In stock,15,A. Edwards,TOR,2022-09-25,
3212,Amid the Chaos,Cultural,One,36.58,In stock,15,A. Edwards,TOR,2022-09-25,
3213,Amatus,Default,Five,50.54,In stock,15,E. Barron,O' Reilly,2022-09-25,
3214,Agnostic: A Spirited Manifesto,Nonfiction,Five,12.51,In stock,15,E. Barron,TOR,2022-09-25,
3215,Zealot: The Life and Times of Jesus of Nazareth,History,Three,24.7,In stock,14,M.Bridges,O' Reilly,2022-09-25,
3216,You (You #1),Thriller,Five,43.61,In stock,14,A. Edwards,TOR,2022-09-25,
3217,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",Sequential Art,Four,37.34,In stock,14,M.Bridges,TOR,2022-09-25,
